,productid,total_sales,year,month
76,716,1384.3392,2011,07
77,722,3571.616,2011,07
78,725,6989.6516,2011,07
79,726,3494.8258,2011,07
80,729,7541.4662,2011,07
81,730,2391.1965999999998,2011,07
82,732,9279.348,2011,07
83,733,2855.184,2011,07
84,738,6964.651200000001,2011,07
85,741,11461.800000000001,2011,07
86,742,10838.9235,2011,07
87,743,9291.1559,2011,07
88,745,15385.440000000002,2011,07
89,747,10005.8602,2011,07
90,748,14451.898000000001,2011,07
91,749,137443.234,2011,07
92,750,53674.05,2011,07
93,751,64408.86,2011,07
94,752,75143.67,2011,07
95,753,172800.62208333335,2011,07
96,754,47238.876,2011,07
97,755,19245.468,2011,07
98,756,18370.674,2011,07
99,758,62985.168,2011,07
100,759,699.0982,2011,07
101,760,31252.27747777778,2011,07
102,761,25586.9929,2011,07
103,762,26845.3696,2011,07
104,763,23307.325043478264,2011,07
105,764,6291.883500000001,2011,07
106,765,19714.568300000003,2011,07
107,766,7995.140954545455,2011,07
108,767,1398.1964,2011,07
109,768,9108.250535714287,2011,07
110,770,40718.97335,2011,07
111,771,198621.234,2011,07
112,772,120611.64525882351,2011,07
113,773,120370.9793,2011,07
114,774,92399.72823529411,2011,07
115,775,157239.17696190474,2011,07
116,776,182877.9064137931,2011,07
117,777,147905.56175999998,2011,07
118,778,143999.57333333333,2011,07
119,707,1937.904,2011,08
120,708,1736.039,2011,08
121,709,936.7561363636364,2011,08
122,710,108.3,2011,08
123,711,1513.9875,2011,08
124,712,710.5504999999999,2011,08
125,714,1874.626,2011,08
126,715,3258.9651999999996,2011,08
127,716,1874.626,2011,08
128,717,3790.379500000001,2011,08
129,718,3790.379500000001,2011,08
130,722,4107.3584,2011,08
131,725,9748.724599999998,2011,08
132,726,3310.8876,2011,08
133,727,183.9382,2011,08
134,729,8093.2807999999995,2011,08
135,730,4230.5786,2011,08
136,732,8922.45,2011,08
137,733,6067.2660000000005,2011,08
138,736,714.3232,2011,08
139,738,7857.555200000001,2011,08
140,739,4335.5694,2011,08
141,741,19648.800000000003,2011,08
142,742,15174.492900000001,2011,08
143,743,20011.7204,2011,08
144,744,2429.2799999999997,2011,08
145,745,14575.68,2011,08
146,747,12149.9731,2011,08
147,748,15174.492900000001,2011,08
148,749,166527.1807692308,2011,08
149,750,114709.11257142857,2011,08
150,751,132786.34672727273,2011,08
151,752,110210.716,2011,08
152,753,185102.94,2011,08
153,754,55112.022,2011,08
154,755,42864.906,2011,08
155,756,34991.76,2011,08
156,757,7873.146,2011,08
157,758,67359.13799999999,2011,08
158,759,2376.9338000000002,2011,08
159,760,38077.54705000001,2011,08
160,761,28942.6641,2011,08
161,762,36723.43782702703,2011,08
162,763,32572.79624444445,2011,08
163,764,15147.127,2011,08
164,765,29362.123000000003,2011,08
165,766,21649.672156,2011,08
166,767,7931.586618181818,2011,08
167,768,19085.380125,2011,08
168,769,8452.732436363636,2011,08
169,770,39812.69602702703,2011,08
170,771,167551.5072,2011,08
171,772,137964.03866666666,2011,08
172,773,158414.34888888887,2011,08
173,774,139523.226,2011,08
174,775,170862.5372173913,2011,08
175,776,144160.28714285712,2011,08
176,777,170099.49599999998,2011,08
177,778,123524.63399999999,2011,08
178,749,96613.29,2011,09
179,750,75143.67,2011,09
180,751,82300.21,2011,09
181,752,64408.86,2011,09
182,753,82300.21,2011,09
183,759,2796.3928,2011,09
184,760,1398.1964,2011,09
185,761,699.0982,2011,09
186,762,1398.1964,2011,09
187,763,699.0982,2011,09
188,764,1398.1964,2011,09
189,765,1398.1964,2011,09
190,766,2097.2946,2011,09
191,767,1398.1964,2011,09
192,771,3399.99,2011,09
193,772,23799.93,2011,09
194,773,3399.99,2011,09
195,774,6799.98,2011,09
196,775,6749.98,2011,09
197,776,10124.97,2011,09
198,777,10124.97,2011,09
199,778,23624.93,2011,09
200,707,2846.2965,2011,10
201,708,3270.2129999999997,2011,10
202,709,1266.1599999999999,2011,10
203,710,165.3,2011,10
204,711,3651.2708897959187,2011,10
205,712,1243.5025454545453,2011,10
206,714,2912.8803999999996,2011,10
207,715,6881.029317647058,2011,10
208,716,3374.3268,2011,10
209,717,6064.607200000001,2011,10
210,718,4548.455400000001,2011,10
211,722,10179.1056,2011,10
212,723,178.5808,2011,10
213,725,12323.8594,2011,10
214,726,11588.1066,2011,10
215,727,735.7527999999999,2011,10
216,729,12875.673999999999,2011,10
217,730,11404.1684,2011,10
218,732,24982.86,2011,10
219,733,9279.348,2011,10
220,736,1607.2272000000003,2011,10
221,738,12322.075200000001,2011,10
222,739,5058.1643,2011,10
223,741,36841.5,2011,10
224,742,23123.0368,2011,10
225,743,32161.6935,2011,10
226,744,4858.5599999999995,2011,10
227,745,26722.079999999998,2011,10
228,747,25014.6505,2011,10
229,748,33239.3654,2011,10
230,749,256549.62013793102,2011,10
231,750,187103.76244444444,2011,10
232,751,156370.39899999998,2011,10
233,752,223810.66132075468,2011,10
234,753,291404.6050169491,2011,10
235,754,119763.55107083333,2011,10
236,755,69108.726,2011,10
237,756,71733.108,2011,10
238,757,37616.142,2011,10
239,758,137342.658,2011,10
240,759,20553.486100000002,2011,10
241,760,65379.66064,2011,10
242,761,54110.1981,2011,10
243,762,67081.76692075473,2011,10
244,763,51049.04068085107,2011,10
245,764,34535.44965,2011,10
246,765,49772.81466382979,2011,10
247,766,28211.607222857143,2011,10
248,767,25267.40542857143,2011,10
249,768,28523.2052,2011,10
250,769,18875.6505,2011,10
251,770,65089.719289473695,2011,10
252,771,319599.06,2011,10
253,772,304684.4371999999,2011,10
254,773,295982.72946,2011,10
255,774,258699.7042325581,2011,10
256,775,312482.9155853658,2011,10
257,776,297437.8687,2011,10
258,777,350903.47247804876,2011,10
259,778,276109.70821052627,2011,10
260,749,125239.45,2011,11
261,750,121661.18,2011,11
262,751,143130.8,2011,11
263,752,89456.75,2011,11
264,753,110926.37,2011,11
265,759,1398.1964,2011,11
266,760,2796.3928,2011,11
267,761,699.0982,2011,11
268,763,2097.2946,2011,11
269,764,699.0982,2011,11
270,765,2796.3928,2011,11
271,766,1398.1964,2011,11
272,767,699.0982,2011,11
273,768,2796.3928,2011,11
274,769,699.0982,2011,11
275,770,2796.3928,2011,11
276,771,13599.96,2011,11
277,772,6799.98,2011,11
278,773,20399.94,2011,11
279,775,26999.92,2011,11
280,776,16874.949999999997,2011,11
281,777,26999.92,2011,11
282,778,16874.949999999997,2011,11
283,707,242.238,2011,12
284,708,201.86499999999998,2011,12
285,709,256.5,2011,12
286,711,141.3055,2011,12
287,712,129.6625,2011,12
288,714,259.5636,2011,12
289,715,836.3716,2011,12
290,716,173.0424,2011,12
291,722,714.3232000000002,2011,12
292,725,2207.2583999999997,2011,12
293,726,919.691,2011,12
294,729,1839.382,2011,12
295,730,1287.5674,2011,12
296,732,3568.9800000000005,2011,12
297,738,1785.808,2011,12
298,741,4093.5,2011,12
299,742,2167.7847,2011,12
300,743,714.7043,2011,12
301,745,809.76,2011,12
302,747,2144.1129,2011,12
303,748,1445.1898,2011,12
304,749,149157.36,2011,12
305,750,81324.31818181818,2011,12
306,751,109766.51696551725,2011,12
307,752,107719.17985185186,2011,12
308,753,156966.77733333333,2011,12
309,754,25369.025999999998,2011,12
310,755,15746.292,2011,12
311,756,20120.262,2011,12
312,757,5248.764000000001,2011,12
313,758,32367.378,2011,12
314,759,5512.888457142857,2011,12
315,760,13581.147120000001,2011,12
316,761,13581.147120000001,2011,12
317,762,18546.663288235297,2011,12
318,763,15599.876442857143,2011,12
319,764,10142.301153846154,2011,12
320,765,16964.78225,2011,12
321,766,11037.526564705884,2011,12
322,767,4660.654500000001,2011,12
323,768,8855.243550000001,2011,12
324,769,4494.202585714286,2011,12
325,770,24069.582378947365,2011,12
326,771,90940.78515789473,2011,12
327,772,45621.684,2011,12
328,773,77148.864,2011,12
329,774,48204.30266666666,2011,12
330,775,54337.339,2011,12
331,776,63719.8112,2011,12
332,777,75503.34771428572,2011,12
333,778,60749.82,2011,12
334,707,1231.3764999999999,2012,01
335,708,1312.1225,2012,01
336,709,1027.40125,2012,01
337,711,1816.7849999999999,2012,01
338,712,792.9466399999999,2012,01
339,714,1845.7856,2012,01
340,715,4470.262,2012,01
341,716,1932.3067999999998,2012,01
342,722,2321.5504,2012,01
343,725,5334.2078,2012,01
344,726,2943.0112,2012,01
345,729,7173.5898,2012,01
346,730,2575.1348,2012,01
347,732,8922.449999999999,2012,01
348,738,5893.1664,2012,01
349,741,21286.2,2012,01
350,742,14451.898000000001,2012,01
351,743,22155.8333,2012,01
352,745,19434.239999999998,2012,01
353,747,15008.7903,2012,01
354,748,23845.6317,2012,01
355,749,261849.8468888889,2012,01
356,750,191181.85428571427,2012,01
357,751,246363.88950000002,2012,01
358,752,246084.53333333335,2012,01
359,753,233541.75533333333,2012,01
360,754,95352.546,2012,01
361,755,60360.786,2012,01
362,756,55986.816,2012,01
363,757,40240.524000000005,2012,01
364,758,113723.22,2012,01
365,759,18235.42383157895,2012,01
366,760,57465.869300000006,2012,01
367,761,48499.935543750005,2012,01
368,762,55851.58823636364,2012,01
369,763,48978.52030638299,2012,01
370,764,30107.827900000004,2012,01
371,765,43925.736144,2012,01
372,766,31319.597999999998,2012,01
373,767,20074.104642857146,2012,01
374,768,30402.031596875004,2012,01
375,769,22051.55382857143,2012,01
376,770,52669.792294339626,2012,01
377,771,253833.53914285713,2012,01
378,772,259181.2377,2012,01
379,773,217860.8976923077,2012,01
380,774,189719.44199999998,2012,01
381,775,290192.89016666665,2012,01
382,776,245024.27400000003,2012,01
383,777,263348.000195122,2012,01
384,778,242391.7818,2012,01
385,707,545.0355,2012,02
386,708,565.222,2012,02
387,709,439.41299999999995,2012,02
388,710,34.2,2012,02
389,711,666.1545,2012,02
390,712,248.952,2012,02
391,714,836.3715999999998,2012,02
392,715,1268.9776,2012,02
393,716,836.3715999999998,2012,02
394,717,5306.5313000000015,2012,02
395,718,4548.455400000001,2012,02
396,722,3214.4544,2012,02
397,725,3126.9494,2012,02
398,726,2207.2583999999997,2012,02
399,727,183.9382,2012,02
400,729,3862.7021999999997,2012,02
401,730,1839.382,2012,02
402,732,6781.062000000001,2012,02
403,733,2855.184,2012,02
404,736,1071.4848000000002,2012,02
405,738,2321.5504,2012,02
406,739,2167.7847,2012,02
407,741,5730.900000000001,2012,02
408,742,722.5949,2012,02
409,743,8576.4516,2012,02
410,744,2429.2799999999997,2012,02
411,745,1619.52,2012,02
412,748,5058.1643,2012,02
413,749,112255.44171428573,2012,02
414,750,127733.39575757575,2012,02
415,751,136587.6777142857,2012,02
416,752,94545.8451111111,2012,02
417,753,173764.28219512195,2012,02
418,754,34116.966,2012,02
419,755,17495.88,2012,02
420,756,20120.262,2012,02
421,757,5248.764,2012,02
422,758,40240.524,2012,02
423,759,4101.376,2012,02
424,760,19225.199675,2012,02
425,761,20903.035375,2012,02
426,762,26397.946970000005,2012,02
427,763,14940.726614285713,2012,02
428,764,9395.879430000003,2012,02
429,765,16698.459157142857,2012,02
430,766,12397.340900000001,2012,02
431,767,5126.719950000001,2012,02
432,768,10905.9314,2012,02
433,769,8501.03392,2012,02
434,770,24648.729947368425,2012,02
435,771,62683.452000000005,2012,02
436,772,73501.602,2012,02
437,773,65571.23571428572,2012,02
438,774,80142.62142857142,2012,02
439,775,71742.64457142857,2012,02
440,776,68512.29699999999,2012,02
441,777,76499.77333333332,2012,02
442,778,67692.65657142858,2012,02
443,707,1877.3445,2012,03
444,708,1854.3440545454546,2012,03
445,709,766.9350000000001,2012,03
446,710,79.8,2012,03
447,711,1857.158,2012,03
448,712,646.0878676470587,2012,03
449,714,2018.8279999999997,2012,03
450,715,3881.5001052631583,2012,03
451,716,2191.8704,2012,03
452,717,4548.455400000001,2012,03
453,718,6822.6831,2012,03
454,722,4464.52,2012,03
455,725,6621.7752,2012,03
456,726,7173.5898,2012,03
457,727,183.9382,2012,03
458,729,7725.404399999999,2012,03
459,730,7725.404399999999,2012,03
460,732,12491.43,2012,03
461,733,4996.571999999999,2012,03
462,736,892.904,2012,03
463,738,7678.974400000002,2012,03
464,739,4335.5694,2012,03
465,741,21286.2,2012,03
466,742,11561.5184,2012,03
467,743,21441.129,2012,03
468,744,1619.52,2012,03
469,745,14575.68,2012,03
470,747,10005.8602,2012,03
471,748,15174.492900000001,2012,03
472,749,232989.32066666667,2012,03
473,750,165595.35360975613,2012,03
474,751,224539.8182264151,2012,03
475,752,164525.088,2012,03
476,753,217135.92954545454,2012,03
477,754,51612.846,2012,03
478,755,43739.700000000004,2012,03
479,756,40240.524,2012,03
480,757,26243.82,2012,03
481,758,70858.314,2012,03
482,759,12704.944080000001,2012,03
483,760,40648.76346285715,2012,03
484,761,36268.365818181825,2012,03
485,762,33077.33074285714,2012,03
486,763,32637.89735714286,2012,03
487,764,22650.7808,2012,03
488,765,33250.011032258066,2012,03
489,766,18684.98749090909,2012,03
490,767,14261.6026,2012,03
491,768,17843.648571428574,2012,03
492,769,16149.167825,2012,03
493,770,29881.453228571427,2012,03
494,771,164086.47391304348,2012,03
495,772,177479.478,2012,03
496,773,198822.64103225805,2012,03
497,774,159459.531,2012,03
498,775,181126.71332666665,2012,03
499,776,190419.26337931035,2012,03
500,777,181863.74685714286,2012,03
501,778,185717.55317241378,2012,03
502,707,1049.6979999999999,2012,04
503,708,1493.801,2012,04
504,709,592.265625,2012,04
505,710,22.8,2012,04
506,711,1736.039,2012,04
507,712,591.261,2012,04
508,714,1326.6584,2012,04
509,715,3258.9652,2012,04
510,716,1355.4987999999998,2012,04
511,717,3032.3036,2012,04
512,718,758.0759,2012,04
513,722,4107.3584,2012,04
514,725,6621.7752,2012,04
515,726,4046.6403999999998,2012,04
516,729,4782.3931999999995,2012,04
517,730,3862.7021999999997,2012,04
518,732,8565.552,2012,04
519,733,4639.674,2012,04
520,736,357.1616,2012,04
521,738,5893.1664,2012,04
522,739,1445.1898,2012,04
523,741,19648.800000000003,2012,04
524,742,11561.5184,2012,04
525,743,11435.2688,2012,04
526,744,2429.2799999999997,2012,04
527,745,12146.4,2012,04
528,747,15008.7903,2012,04
529,748,20955.2521,2012,04
530,749,144692.2269090909,2012,04
531,750,132038.163,2012,04
532,751,130606.855,2012,04
533,752,164233.41794871798,2012,04
534,753,166168.04304761908,2012,04
535,754,56766.84065,2012,04
536,755,27993.408,2012,04
537,756,28868.202,2012,04
538,757,13996.704,2012,04
539,758,55986.816,2012,04
540,759,11465.210200000001,2012,04
541,760,21608.488863636365,2012,04
542,761,18404.67924736842,2012,04
543,762,29790.903360000004,2012,04
544,763,24915.858930000002,2012,04
545,764,14541.242,2012,04
546,765,20134.0272,2012,04
547,766,16756.279563157896,2012,04
548,767,8711.838830769231,2012,04
549,768,12347.149230769232,2012,04
550,769,10505.11522,2012,04
551,770,31366.383938461542,2012,04
552,771,81445.215,2012,04
553,772,84514.03714285712,2012,04
554,773,68554.14619565217,2012,04
555,774,74289.7815,2012,04
556,775,106427.24147727272,2012,04
557,776,83454.29818181817,2012,04
558,777,116437.15499999998,2012,04
559,778,119812.14499999999,2012,04
560,707,2725.1802,2012,05
561,708,2573.7812999999996,2012,05
562,711,2977.5117,2012,05
563,712,1104.9599242424242,2012,05
564,714,3683.0843586206897,2012,05
565,715,6120.412037499999,2012,05
566,716,4143.128914285714,2012,05
567,717,28890.273400000002,2012,05
568,718,35917.637200000005,2012,05
569,719,10150.6366,2012,05
570,722,7725.404399999999,2012,05
571,723,4414.516799999999,2012,05
572,725,15554.834533333335,2012,05
573,726,7486.284,2012,05
574,727,5260.632,2012,05
575,729,16388.892,2012,05
576,730,9914.268,2012,05
577,736,4230.5786,2012,05
578,738,17290.1908,2012,05
579,739,20839.6356,2012,05
580,742,10419.8178,2012,05
581,743,38279.566,2012,05
582,747,12514.4735,2012,05
583,748,31259.4534,2012,05
584,749,107348.1,2012,05
585,750,78721.94,2012,05
586,751,93035.02,2012,05
587,752,110926.37,2012,05
588,753,103769.83,2012,05
589,759,17086.759257142858,2012,05
590,760,63855.47414399999,2012,05
591,761,51564.785125,2012,05
592,762,39533.53773333333,2012,05
593,763,68176.25037931034,2012,05
594,764,35762.7186375,2012,05
595,765,56374.69626086957,2012,05
596,766,33283.654635294115,2012,05
597,767,12810.834920000001,2012,05
598,768,36576.8184,2012,05
599,769,16681.754436363637,2012,05
600,770,78558.06542857143,2012,05
601,771,20399.94,2012,05
602,772,20399.94,2012,05
603,773,16999.949999999997,2012,05
604,774,20399.94,2012,05
605,775,23624.93,2012,05
606,776,13499.96,2012,05
607,777,10124.97,2012,05
608,778,23624.93,2012,05
609,779,91790.6978117647,2012,05
610,780,93462.45503999999,2012,05
611,781,84513.9224,2012,05
612,782,106898.21608421054,2012,05
613,783,100628.93447777779,2012,05
614,784,92209.41765,2012,05
615,785,43319.11889333333,2012,05
616,786,36201.264800000004,2012,05
617,787,37583.652,2012,05
618,788,43415.598000000005,2012,05
619,789,102376.365,2012,05
620,790,90892.62,2012,05
621,791,54242.37,2012,05
622,792,32723.437500000004,2012,05
623,793,90297.98862857143,2012,05
624,794,66755.8125,2012,05
625,795,53479.44642857143,2012,05
626,796,24869.8125,2012,05
627,797,44839.609200000006,2012,05
628,798,29412.862500000003,2012,05
629,799,25153.857142857145,2012,05
630,800,9003.9375,2012,05
631,801,45417.19517333334,2012,05
632,802,1333.98,2012,05
633,804,3304.656,2012,05
634,805,205.2,2012,05
635,806,1399.83865,2012,05
636,807,972.8939999999999,2012,05
637,808,1141.8415,2012,05
638,809,2195.3425,2012,05
639,810,2033.6558,2012,05
640,811,413.00649999999996,2012,05
641,813,2886.4791999999998,2012,05
642,814,7742.472,2012,05
643,815,2077.4790000000003,2012,05
644,816,4264.110000000001,2012,05
645,817,5403.869999999999,2012,05
646,819,10432.17,2012,05
647,820,13268.412000000002,2012,05
648,822,18169.3512,2012,05
649,823,2527.056,2012,05
650,824,8750.8629,2012,05
651,825,13526.175695454545,2012,05
652,826,3849.723,2012,05
653,827,1652.31,2012,05
654,828,3642.0119999999997,2012,05
655,830,3557.352,2012,05
656,831,10253.544,2012,05
657,832,18591.110694736843,2012,05
658,833,5515.6959,2012,05
659,835,30774.081047619045,2012,05
660,836,13302.5607,2012,05
661,838,28109.455199999997,2012,05
662,839,10931.454800000001,2012,05
663,841,1655.724,2012,05
664,843,1599.904761904762,2012,05
665,844,1456.9059652173912,2012,05
666,849,5085.907762962963,2012,05
667,850,1655.724,2012,05
668,852,9013.0481,2012,05
669,853,1529.796,2012,05
670,854,8410.854965625,2012,05
671,855,4859.46,2012,05
672,856,8174.070979310344,2012,05
673,857,4319.52,2012,05
674,858,706.4449999999999,2012,05
675,859,1438.9640727272729,2012,05
676,860,494.51149999999996,2012,05
677,861,957.3480000000001,2012,05
678,862,4155.916050000001,2012,05
679,863,7540.71108,2012,05
680,707,4317.087458823529,2012,06
681,708,4804.387,2012,06
682,711,4896.400516363636,2012,06
683,712,1774.4311071428572,2012,06
684,714,6097.639113513513,2012,06
685,715,9529.699343396225,2012,06
686,716,4634.45952,2012,06
687,717,46849.092000000004,2012,06
688,718,42945.001,2012,06
689,719,15616.364000000001,2012,06
690,722,13059.612199999998,2012,06
691,723,4782.3931999999995,2012,06
692,725,26100.827999999998,2012,06
693,726,15984.228000000001,2012,06
694,727,5462.964,2012,06
695,729,20435.532,2012,06
696,730,15377.232,2012,06
697,736,4598.455,2012,06
698,738,21336.8312,2012,06
699,739,34980.8169,2012,06
700,742,23816.726400000003,2012,06
701,743,47849.4575,2012,06
702,747,20612.074,2012,06
703,748,53587.634399999995,2012,06
704,759,33897.444,2012,06
705,760,72544.93395348838,2012,06
706,761,67547.21048780488,2012,06
707,762,39697.593,2012,06
708,763,70876.2548,2012,06
709,764,44329.280000000006,2012,06
710,765,70255.55727272728,2012,06
711,766,37548.72044444444,2012,06
712,767,42281.46,2012,06
713,768,40956.4,2012,06
714,769,33280.20696,2012,06
715,770,85753.0648,2012,06
716,779,161698.20476923077,2012,06
717,780,199216.5328695652,2012,06
718,781,194122.85184651162,2012,06
719,782,189441.50893488375,2012,06
720,783,189180.54997857142,2012,06
721,784,142423.10845263157,2012,06
722,785,42767.604,2012,06
723,786,55727.484000000004,2012,06
724,787,57671.466,2012,06
725,788,46655.568,2012,06
726,789,205494.0646022727,2012,06
727,790,208564.35599999997,2012,06
728,791,187567.83499999996,2012,06
729,792,123767.3125,2012,06
730,793,173361.5,2012,06
731,794,188250.6640625,2012,06
732,795,119819.72321428571,2012,06
733,796,91700.85129310345,2012,06
734,797,60957.691810344826,2012,06
735,798,59959.554166666676,2012,06
736,799,52871.396982758626,2012,06
737,800,33614.7,2012,06
738,801,50422.05,2012,06
739,802,2223.3,2012,06
740,804,8812.416,2012,06
741,805,636.12,2012,06
742,806,6037.077115384615,2012,06
743,807,2245.14,2012,06
744,808,2040.7380000000003,2012,06
745,809,3512.5480000000002,2012,06
746,810,3083.2846,2012,06
747,811,1214.725,2012,06
748,813,4460.9223999999995,2012,06
749,814,12346.104,2012,06
750,815,4515.356443243243,2012,06
751,816,6646.995,2012,06
752,817,11348.126999999999,2012,06
753,819,15499.224,2012,06
754,820,20793.78,2012,06
755,822,23036.1417,2012,06
756,823,4159.113,2012,06
757,824,16695.097250000003,2012,06
758,825,23559.48,2012,06
759,826,8577.453,2012,06
760,827,4130.774999999999,2012,06
761,828,8569.439999999999,2012,06
762,830,5022.144,2012,06
763,831,17577.503999999997,2012,06
764,832,27831.048,2012,06
765,833,7786.864799999999,2012,06
766,835,39907.6821,2012,06
767,836,25307.3106,2012,06
768,838,54657.274,2012,06
769,839,14054.7276,2012,06
770,841,1907.682,2012,06
771,843,2517.4545454545455,2012,06
772,844,2072.6564866666668,2012,06
773,849,5393.294516129033,2012,06
774,850,1475.754,2012,06
775,852,12803.636960377356,2012,06
776,853,2609.652,2012,06
777,854,12225.421613207547,2012,06
778,855,7489.5302375,2012,06
779,856,13076.80686,2012,06
780,857,5831.352,2012,06
781,858,748.8317,2012,06
782,859,1808.4992,2012,06
783,860,692.3161,2012,06
784,861,1937.49,2012,06
785,862,6167.4865500000005,2012,06
786,863,9050.832575,2012,06
787,707,3958.04621025641,2012,07
788,708,3956.488352777778,2012,07
789,711,3783.70921025641,2012,07
790,712,1175.7746944444443,2012,07
791,714,3592.6181034482756,2012,07
792,715,7742.203128947369,2012,07
793,716,3883.84,2012,07
794,717,39040.909999999996,2012,07
795,718,38260.0918,2012,07
796,719,11712.273000000001,2012,07
797,722,9196.91,2012,07
798,723,3126.9494,2012,07
799,725,17174.333583333333,2012,07
800,726,9509.604,2012,07
801,727,2832.648,2012,07
802,729,21649.523999999998,2012,07
803,730,7486.284000000001,2012,07
804,736,4230.5786,2012,07
805,738,14878.301062500002,2012,07
806,739,22328.181000000004,2012,07
807,742,19351.0902,2012,07
808,743,44904.875499999995,2012,07
809,747,19875.928499999998,2012,07
810,748,48377.7255,2012,07
811,759,18692.856,2012,07
812,760,76133.35765862069,2012,07
813,761,54416.065022222225,2012,07
814,762,60989.70106666666,2012,07
815,763,41387.6468,2012,07
816,764,26851.951176470586,2012,07
817,765,53775.7532,2012,07
818,766,36999.757455555555,2012,07
819,767,17813.0225,2012,07
820,768,32131.062363636363,2012,07
821,769,17813.0225,2012,07
822,770,62540.733075757584,2012,07
823,779,162544.29953333334,2012,07
824,780,174825.69343589744,2012,07
825,781,172072.829565,2012,07
826,782,186549.8984,2012,07
827,783,224476.37735909087,2012,07
828,784,156575.20852941176,2012,07
829,785,30455.718,2012,07
830,786,56375.478,2012,07
831,787,46655.568,2012,07
832,788,53783.502,2012,07
833,789,165312.61854545452,2012,07
834,790,146503.266,2012,07
835,791,117797.394,2012,07
836,792,78837.1551724138,2012,07
837,793,149841.34778666665,2012,07
838,794,161165.11135999998,2012,07
839,795,139910.875,2012,07
840,796,88353.28125,2012,07
841,797,53914.486363636366,2012,07
842,798,43039.874342105264,2012,07
843,799,32014.0,2012,07
844,800,20675.708333333336,2012,07
845,801,55546.51308888889,2012,07
846,802,2845.824,2012,07
847,804,7685.16112,2012,07
848,805,554.04,2012,07
849,806,5591.512366666667,2012,07
850,807,2170.3019999999997,2012,07
851,808,1773.4985,2012,07
852,809,3546.3225,2012,07
853,810,2886.4791999999998,2012,07
854,811,1068.958,2012,07
855,813,3083.2846,2012,07
856,814,9416.52,2012,07
857,815,3025.101,2012,07
858,816,6019.92,2012,07
859,817,7565.418,2012,07
860,819,8941.86,2012,07
861,820,12476.267999999998,2012,07
862,822,11680.297199999999,2012,07
863,823,3632.643,2012,07
864,824,15514.98148275862,2012,07
865,825,20339.684400000002,2012,07
866,826,5470.659000000001,2012,07
867,827,4791.698999999999,2012,07
868,828,7498.259999999998,2012,07
869,830,5649.911999999999,2012,07
870,831,16531.224,2012,07
871,832,24901.464,2012,07
872,833,9733.581,2012,07
873,835,32120.817299999995,2012,07
874,836,14275.9188,2012,07
875,838,31232.727999999996,2012,07
876,839,12493.0912,2012,07
877,841,2159.64,2012,07
878,843,2225.6875,2012,07
879,844,1640.9870959999998,2012,07
880,849,4728.11185,2012,07
881,850,2231.628,2012,07
882,852,10021.525460526316,2012,07
883,853,2429.676,2012,07
884,854,8942.050810810812,2012,07
885,855,6470.64096,2012,07
886,856,12119.207117948717,2012,07
887,857,4859.46,2012,07
888,858,649.9294,2012,07
889,859,1606.2200999999998,2012,07
890,860,734.7028,2012,07
891,861,1686.756,2012,07
892,862,5699.2123125,2012,07
893,863,7673.007902941175,2012,07
894,707,2176.8386727272728,2012,08
895,708,2696.7938545454545,2012,08
